gene_id,tot_exon_len,HOG,scaf_name,scaf_len,M_F_mode,chr_soft,chr_hard,Tpa_SF_HD_Md_Re1,Tpa_SF_HD_Md_Re2,Tpa_SF_HD_Md_Re3,Tpa_SF_LG_Md_Re1,Tpa_SF_LG_Md_Re2,Tpa_SF_LG_Md_Re3,Tpa_SF_RT_Md_Re1,Tpa_SF_RT_Md_Re2,Tpa_SF_RT_Md_Re3,Tpa_SF_WB_Md_Re1,Tpa_SF_WB_Md_Re2,Tpa_SF_WB_Md_Re3,Tpa_SM_HD_Md_Re1,Tpa_SM_HD_Md_Re2,Tpa_SM_HD_Md_Re3,Tpa_SM_LG_Md_Re1,Tpa_SM_LG_Md_Re2,Tpa_SM_LG_Md_Re3,Tpa_SM_RT_Md_Re1,Tpa_SM_RT_Md_Re2,Tpa_SM_RT_Md_Re3,Tpa_SM_WB_Md_Re1,Tpa_SM_WB_Md_Re2,Tpa_SM_WB_Md_Re3,lg_pos,gene_rel_midpoint,multi_lg,all_lg
TPA_00117,747,NA,5_Tpa_b3v08_scaf000964,56049,0.0870069360266289,A,A,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0,1,0,1,17,57,14,15,4,10,NA,NA,NA,NA
TPA_00118,1645,HOG_17856,5_Tpa_b3v08_scaf000964,56049,0.0870069360266289,A,A,103,137,120,145,143,139,2104,1655,2572,383,487,572,102,146,199,86,119,127,2047,1605,2250,537,773,523,NA,NA,NA,NA
TPA_00119,945,NA,5_Tpa_b3v08_scaf000964,56049,0.0870069360266289,A,A,44,53,51,64,64,58,132,109,118,95,71,103,62,43,95,48,49,69,144,110,208,117,79,107,NA,NA,NA,NA
TPA_00120,339,HOG_4875,5_Tpa_b3v08_scaf000964,56049,0.0870069360266289,A,A,2,2,0,0,1,1,6,15,11,7,8,4,0,3,2,0,1,0,10,24,36,5,10,8,NA,NA,NA,NA
TPA_00121,7549,HOG_17145,5_Tpa_b3v08_scaf001025,54837,-0.684294519327489,X,A,580,651,776,675,555,874,2454,1460,2301,1045,866,1369,820,1121,1106,657,823,721,359,448,643,673,1484,952,NA,NA,NA,NA
TPA_00122,3602,NA,5_Tpa_b3v08_scaf000044,131129,-0.807258610177041,X,X,67,115,63,63,82,95,227,217,231,114,89,90,66,108,116,46,61,55,59,47,45,79,104,107,lgX_ordNA_scaf1319,12311714,NO,lgX_ordNA_scaf1319
TPA_00123,2853,NA,5_Tpa_b3v08_scaf000044,131129,-0.807258610177041,X,X,176,243,224,153,170,151,391,300,296,142,125,220,198,329,330,169,205,190,104,123,96,154,181,249,lgX_ordNA_scaf1319,12363983,NO,lgX_ordNA_scaf1319
TPA_00124,453,HOG_3669,5_Tpa_b3v08_scaf000044,131129,-0.807258610177041,X,X,1048,6489,5165,1053,3498,2993,84,58,56,1912,18942,3055,4803,4464,4245,5090,3060,3419,12,13,11,10500,756,4110,lgX_ordNA_scaf1319,12389865,NO,lgX_ordNA_scaf1319
TPA_00125,6138,HOG_22456,5_Tpa_b3v08_scaf001208,51532,0.094948599915611,A,A,97,184,117,175,208,143,744,626,669,359,442,482,152,189,156,184,220,163,221,266,296,241,398,274,NA,NA,NA,NA
TPA_00126,681,NA,5_Tpa_b3v08_scaf001208,51532,0.094948599915611,A,A,10,22,13,16,34,20,138,166,148,35,69,36,14,20,35,15,23,21,48,77,67,42,40,53,NA,NA,NA,NA
TPA_00127,4127,NA,5_Tpa_b3v08_scaf000253,82582,0.0767289791972318,A,A,114,151,126,226,187,149,957,537,844,331,373,652,150,291,280,117,233,232,698,1240,1890,504,777,677,NA,NA,NA,NA
TPA_00128,1388,NA,5_Tpa_b3v08_scaf000253,82582,0.0767289791972318,A,A,0,26,12,5,24,17,17,37,13,8,2,128,3,14,14,13,15,15,1516,1491,2126,270,277,315,NA,NA,NA,NA
TPA_00129,1688,HOG_18019,5_Tpa_b3v08_scaf000253,82582,0.0767289791972318,A,A,1402,2240,1597,3011,3270,2603,10457,10286,9480,3536,5210,5209,1404,2148,2095,1707,2222,1880,4018,3866,4797,3517,4447,3268,NA,NA,NA,NA
TPA_00130,774,NA,5_Tpa_b3v08_scaf001731,44653,0.142405752208948,A,A,63,77,96,161,193,158,243,342,293,112,203,209,114,125,143,159,154,132,222,207,204,219,224,236,NA,NA,NA,NA
TPA_00131,579,NA,5_Tpa_b3v08_scaf001731,44653,0.142405752208948,A,A,29,42,49,69,71,77,135,153,154,61,112,115,48,53,53,72,54,56,107,83,112,91,98,128,NA,NA,NA,NA
TPA_00132,699,NA,5_Tpa_b3v08_scaf001731,44653,0.142405752208948,A,A,50,66,83,126,92,128,272,316,319,60,124,137,106,107,109,115,93,80,142,156,185,182,182,177,NA,NA,NA,NA
TPA_00133,4671,HOG_19186,5_Tpa_b3v08_scaf001731,44653,0.142405752208948,A,A,442,683,520,805,857,753,2296,1755,2414,880,2135,2049,639,962,815,676,883,856,1317,1450,1764,1007,1807,1231,NA,NA,NA,NA
TPA_00134,4612,NA,5_Tpa_b3v08_scaf000908,57150,-0.0351997652215059,A,A,254,319,386,326,329,540,1144,850,1466,430,619,687,374,347,358,384,237,270,1080,904,1283,1253,762,571,lg2,22976186,NO,lg2
TPA_00135,1967,NA,5_Tpa_b3v08_scaf000908,57150,-0.0351997652215059,A,A,90,225,103,145,287,155,278,534,312,172,378,366,127,114,183,121,138,164,493,430,655,354,425,297,lg2,22993674,NO,lg2
TPA_00136,1026,NA,5_Tpa_b3v08_scaf000908,57150,-0.0351997652215059,A,A,22,46,9,29,45,16,94,121,89,43,53,67,18,24,38,17,29,14,79,101,117,63,85,61,lg2,23005366,NO,lg2
TPA_00137,1776,NA,5_Tpa_b3v08_scaf000908,57150,-0.0351997652215059,A,A,26,15,10,37,35,10,55,54,49,26,43,69,14,34,15,8,44,11,79,158,179,51,98,56,lg2,23017348,NO,lg2
TPA_00138,603,NA,5_Tpa_b3v08_scaf000118,102380,0.186346053653116,A,A,15,6,3,7,9,6,50,36,26,20,13,24,7,6,6,3,9,4,8,8,10,12,18,26,NA,NA,NA,NA
TPA_00139,4894,NA,5_Tpa_b3v08_scaf000118,102380,0.186346053653116,A,A,299,283,373,474,400,726,1120,1340,1141,374,420,571,370,502,436,422,442,378,427,388,463,604,588,690,NA,NA,NA,NA
TPA_00140,1818,NA,5_Tpa_b3v08_scaf000118,102380,0.186346053653116,A,A,2,31,8,7,38,9,17,96,14,4,2,198,4,2,9,9,6,5,3378,3545,4323,589,380,829,NA,NA,NA,NA
TPA_00141,749,NA,5_Tpa_b3v08_scaf000118,102380,0.186346053653116,A,A,1,2,1,3,1,4,5,0,0,0,1,199,0,0,2,7,1,0,2297,2605,2908,431,354,631,NA,NA,NA,NA
TPA_00142,8920,HOG_9702,5_Tpa_b3v08_scaf000118,102380,0.186346053653116,A,A,239,203,288,363,433,495,393,331,393,165,201,540,400,507,400,376,500,454,416,486,918,256,595,540,NA,NA,NA,NA
TPA_00143,929,HOG_18939,5_Tpa_b3v08_scaf000095,108830,0.126949891575991,A,A,48,64,78,82,101,113,402,359,540,114,186,167,78,98,88,64,88,62,134,143,175,110,175,151,NA,NA,NA,NA
TPA_00144,2727,NA,5_Tpa_b3v08_scaf000095,108830,0.126949891575991,A,A,94,133,203,202,162,284,736,639,963,246,254,315,124,187,138,141,170,128,347,320,267,283,203,293,NA,NA,NA,NA
TPA_00145,3000,NA,5_Tpa_b3v08_scaf000095,108830,0.126949891575991,A,A,41,47,98,50,47,137,231,168,336,91,133,217,97,82,115,95,81,77,530,571,567,224,258,255,NA,NA,NA,NA
TPA_00146,537,NA,5_Tpa_b3v08_scaf000095,108830,0.126949891575991,A,A,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,5,0,0,1,NA,NA,NA,NA
TPA_00147,1419,NA,5_Tpa_b3v08_scaf000095,108830,0.126949891575991,A,A,33,47,13,69,72,41,68,95,67,66,29,70,17,44,22,42,49,41,36,49,54,62,68,74,NA,NA,NA,NA
TPA_00148,5798,HOG_14174,5_Tpa_b3v08_scaf000097,107893,0.290409728246855,A,A,76,91,104,131,211,187,662,527,593,173,265,335,123,135,89,119,119,99,1005,903,1369,260,392,314,NA,NA,NA,NA
TPA_00149,1265,NA,5_Tpa_b3v08_scaf000097,107893,0.290409728246855,A,A,16,18,6,13,29,6,49,22,20,50,52,108,10,38,13,8,15,10,10,20,52,18,133,32,NA,NA,NA,NA
TPA_00150,1626,NA,5_Tpa_b3v08_scaf000097,107893,0.290409728246855,A,A,48,45,32,19,45,17,44,49,37,98,159,239,11,100,27,12,45,17,39,58,71,27,251,83,NA,NA,NA,NA
TPA_00151,1038,NA,5_Tpa_b3v08_scaf000504,67338,0.0695737263096682,A,A,46,209,81,14,27,9,83,50,68,195,463,165,27,64,66,11,16,13,29,84,64,117,75,148,NA,NA,NA,NA
TPA_00152,1185,NA,5_Tpa_b3v08_scaf000504,67338,0.0695737263096682,A,A,88,479,257,43,51,30,162,104,172,503,1215,404,74,167,156,37,27,39,76,182,112,347,247,358,NA,NA,NA,NA
TPA_00153,7877,HOG_19897,5_Tpa_b3v08_scaf000504,67338,0.0695737263096682,A,A,557,850,1034,1011,896,1283,3954,3455,4032,1161,1273,2043,1135,1482,1147,1130,1251,945,2421,3400,2105,1261,2269,1571,NA,NA,NA,NA
TPA_00154,408,NA,5_Tpa_b3v08_scaf000504,67338,0.0695737263096682,A,A,409,561,645,703,992,741,651,562,600,391,721,819,559,638,636,656,647,651,958,1148,834,743,992,852,NA,NA,NA,NA
TPA_00155,708,NA,5_Tpa_b3v08_scaf000504,67338,0.0695737263096682,A,A,15,9,8,14,11,13,66,43,96,16,17,36,14,11,12,10,10,6,22,23,46,24,35,17,NA,NA,NA,NA
TPA_00156,2110,NA,5_Tpa_b3v08_scaf000790,59377,-0.0070265119152549,A,A,271,495,420,724,780,807,1589,1545,1556,697,1330,1070,345,495,547,432,623,550,856,897,1180,655,886,850,NA,NA,NA,NA
TPA_00157,606,HOG_2880,5_Tpa_b3v08_scaf000790,59377,-0.0070265119152549,A,A,111,140,162,330,268,336,454,415,449,182,249,432,192,321,225,219,305,216,377,410,395,256,533,318,NA,NA,NA,NA
TPA_00158,3617,NA,5_Tpa_b3v08_scaf000790,59377,-0.0070265119152549,A,A,95,120,174,185,156,220,370,378,509,140,115,426,169,243,322,231,244,282,660,893,1078,363,650,657,NA,NA,NA,NA
TPA_00159,1021,NA,5_Tpa_b3v08_scaf000790,59377,-0.0070265119152549,A,A,2,5,9,1,7,3,28,27,54,18,26,19,0,8,2,0,2,1,18,37,31,6,15,15,NA,NA,NA,NA
TPA_00160,1005,NA,5_Tpa_b3v08_scaf000936,56609,0.0306241096833846,A,A,28,38,54,49,62,52,161,159,135,52,80,62,46,59,67,48,72,66,89,118,183,74,52,76,NA,NA,NA,NA
TPA_00161,606,HOG_1318,5_Tpa_b3v08_scaf000936,56609,0.0306241096833846,A,A,32,58,58,51,77,61,124,146,101,46,89,62,31,78,69,66,79,69,104,131,148,72,50,75,NA,NA,NA,NA
TPA_00162,3432,HOG_3880,5_Tpa_b3v08_scaf000936,56609,0.0306241096833846,A,A,4,5,5,8,8,3,31,22,18,18,26,34,4,14,3,2,6,3,25,74,62,11,34,20,NA,NA,NA,NA
TPA_00163,1104,HOG_21873,5_Tpa_b3v08_scaf000936,56609,0.0306241096833846,A,A,65,61,59,109,119,90,398,392,466,145,102,144,51,98,79,60,118,82,125,168,137,94,127,107,NA,NA,NA,NA
TPA_00164,1131,NA,5_Tpa_b3v08_scaf000936,56609,0.0306241096833846,A,A,313,643,181,1121,942,564,499,407,382,431,701,1059,334,681,602,350,792,834,376,306,249,442,1250,1074,NA,NA,NA,NA
TPA_00165,555,NA,5_Tpa_b3v08_scaf000461,69290,0.10934031120985,A,A,17,18,12,18,19,22,70,78,64,25,43,38,13,13,16,19,11,17,23,25,42,23,30,23,lg5,15187675,NO,lg5
TPA_00166,1383,NA,5_Tpa_b3v08_scaf000461,69290,0.10934031120985,A,A,0,4,0,0,1,2,7,4,0,11,15,64,0,3,2,0,0,0,91,600,125,16,83,153,lg5,15179366,NO,lg5
TPA_00167,1647,NA,5_Tpa_b3v08_scaf000461,69290,0.10934031120985,A,A,1,3,0,1,1,1,10,7,1,31,22,131,0,5,1,0,4,2,150,1082,161,48,190,175,lg5,15167548,NO,lg5
TPA_00168,234,NA,5_Tpa_b3v08_scaf000461,69290,0.10934031120985,A,A,0,1,0,1,1,0,1,2,3,0,1,4,0,0,1,0,1,0,0,2,3,1,2,3,lg5,15166679,NO,lg5
TPA_00169,951,HOG_21115,5_Tpa_b3v08_scaf000461,69290,0.10934031120985,A,A,0,1,0,1,0,0,4,5,4,6,2,7,1,3,1,2,0,1,5,12,8,3,8,5,lg5,15157580,NO,lg5
TPA_00170,6101,HOG_582,5_Tpa_b3v08_scaf000461,69290,0.10934031120985,A,A,148,194,118,250,266,154,443,382,308,173,179,345,222,293,200,182,197,209,167,256,295,198,426,334,lg5,15149916,NO,lg5
TPA_00171,1485,HOG_22272,5_Tpa_b3v08_scaf000461,69290,0.10934031120985,A,A,17,12,16,13,15,14,24,11,19,20,44,65,8,18,23,14,13,18,134,157,232,59,33,69,lg5,15135515,NO,lg5
TPA_00172,1793,NA,5_Tpa_b3v08_scaf000211,87530,0.178664321261985,A,A,91,139,133,192,172,194,624,694,748,213,234,446,154,209,230,122,158,181,1663,1811,2557,542,554,559,lg8,51797637,NO,lg8
TPA_00173,1901,NA,5_Tpa_b3v08_scaf000211,87530,0.178664321261985,A,A,453,578,593,590,663,760,1528,1313,1723,501,578,1431,766,841,920,835,817,850,1660,1937,1496,680,1233,858,lg8,51816111,NO,lg8
TPA_00174,3140,HOG_22103,5_Tpa_b3v08_scaf000211,87530,0.178664321261985,A,A,589,778,931,816,810,1108,1872,1584,1752,599,615,990,722,1062,1044,730,884,822,920,1156,1085,774,1217,1085,lg8,51829462,NO,lg8
TPA_00175,1321,NA,5_Tpa_b3v08_scaf000211,87530,0.178664321261985,A,A,0,0,0,0,0,1,0,0,0,0,0,154,0,0,77,2,0,95,1813,953,1135,159,250,410,lg8,51856641,NO,lg8
TPA_00176,8435,NA,5_Tpa_b3v08_scaf000103,106272,0.0821898051847951,A,A,336,212,162,242,249,131,1003,127,385,1008,957,1285,113,447,191,76,153,113,358,1106,1656,845,1579,1710,NA,NA,NA,NA
TPA_00177,4735,HOG_23989,5_Tpa_b3v08_scaf000678,62067,0.0389855394242469,A,A,45,22,31,52,25,32,124,58,105,214,191,221,21,74,57,20,34,42,260,231,357,153,252,284,NA,NA,NA,NA
TPA_00178,2454,HOG_10458,5_Tpa_b3v08_scaf000678,62067,0.0389855394242469,A,A,41,19,30,23,19,25,62,31,80,95,46,93,19,53,41,19,45,31,50,70,77,127,132,150,NA,NA,NA,NA
TPA_00179,456,HOG_5535,5_Tpa_b3v08_scaf000678,62067,0.0389855394242469,A,A,41,62,56,86,79,73,177,141,185,92,125,130,90,94,84,93,101,62,154,178,150,92,105,89,NA,NA,NA,NA
TPA_00180,252,NA,5_Tpa_b3v08_scaf001355,49592,-0.849208750139032,X,X,0,1,0,0,0,0,0,0,0,38,33,106,1,9,1,0,0,0,0,0,0,28,185,42,NA,NA,NA,NA
TPA_00181,8072,HOG_4,5_Tpa_b3v08_scaf001355,49592,-0.849208750139032,X,X,525,470,388,17,17,61,11,12,9,5756,8845,21483,846,1298,879,413,656,81,14,6,28,16742,30121,16752,NA,NA,NA,NA
TPA_00182,465,NA,5_Tpa_b3v08_scaf000135,98599,0.206521999811268,A,A,13,12,9,8,11,9,73,106,126,22,27,56,7,12,10,11,16,9,399,421,442,101,64,110,NA,NA,NA,NA
TPA_00183,4995,NA,5_Tpa_b3v08_scaf000135,98599,0.206521999811268,A,A,4,16,11,26,27,18,119,48,130,100,43,89,15,12,16,8,16,17,1388,1413,4144,127,150,210,NA,NA,NA,NA
TPA_00184,2568,NA,5_Tpa_b3v08_scaf000135,98599,0.206521999811268,A,A,26,44,35,48,52,48,227,140,291,116,82,219,29,67,56,21,47,50,543,1076,1797,251,269,259,NA,NA,NA,NA
TPA_00185,615,NA,5_Tpa_b3v08_scaf000135,98599,0.206521999811268,A,A,0,0,0,0,1,0,0,1,1,1,2,0,1,1,1,0,0,2,5,16,50,1,1,3,NA,NA,NA,NA
TPA_00186,834,NA,5_Tpa_b3v08_scaf000135,98599,0.206521999811268,A,A,17,9,26,23,16,34,34,50,31,18,53,39,13,25,15,13,35,19,14,16,13,12,48,22,NA,NA,NA,NA
TPA_00187,317,NA,5_Tpa_b3v08_scaf000135,98599,0.206521999811268,A,A,1,2,1,6,6,7,6,14,8,5,8,8,4,6,0,2,3,1,3,2,4,1,4,4,NA,NA,NA,NA
TPA_00188,1531,HOG_19202,5_Tpa_b3v08_scaf000358,75204,0.228377274875395,A,A,111,128,130,150,116,255,874,433,1140,218,297,427,142,230,101,126,154,85,495,578,548,181,436,380,lg8,54006686,NO,lg8
TPA_00189,1784,NA,5_Tpa_b3v08_scaf000358,75204,0.228377274875395,A,A,51,142,126,34,75,100,142,283,427,264,247,415,103,156,121,87,76,55,378,216,299,301,145,495,lg8,53988374,NO,lg8
TPA_00190,681,NA,5_Tpa_b3v08_scaf000358,75204,0.228377274875395,A,A,25,59,42,21,31,35,57,84,99,43,39,111,25,58,58,28,45,25,62,92,58,73,62,113,lg8,53975140,NO,lg8
TPA_00191,1884,HOG_20231,5_Tpa_b3v08_scaf000358,75204,0.228377274875395,A,A,37,83,84,66,102,160,344,359,560,102,201,143,76,136,101,81,125,88,244,221,297,153,59,142,lg8,53953887,NO,lg8
TPA_00192,3588,NA,5_Tpa_b3v08_scaf000183,90166,0.0471987181697845,A,A,6,3,7,2,5,15,3,2,14,17,2,493,2,6,2,5,3,1,1948,4531,2409,336,897,979,NA,NA,NA,NA
TPA_00193,2227,NA,5_Tpa_b3v08_scaf000183,90166,0.0471987181697845,A,A,2,4,8,0,1,6,7,15,11,1,4,267,4,0,15,17,5,13,1182,1445,1477,214,498,411,NA,NA,NA,NA
TPA_00194,2091,NA,5_Tpa_b3v08_scaf000183,90166,0.0471987181697845,A,A,0,0,0,0,0,1,0,0,0,0,0,259,1,0,4,0,2,0,1585,1735,2077,176,430,599,NA,NA,NA,NA
TPA_00195,2316,NA,5_Tpa_b3v08_scaf000388,73470,-0.0312072164869657,A,A,2120,1841,3435,7887,7324,8601,8551,7772,8405,2307,5805,5154,4883,4411,6277,5646,5435,7987,538,854,1091,3458,6003,5095,lg11,43574058,NO,lg11
TPA_00196,5523,NA,5_Tpa_b3v08_scaf000388,73470,-0.0312072164869657,A,A,77,120,147,121,148,170,134,136,140,146,234,515,134,216,130,157,210,97,1482,2320,2830,805,738,893,lg11,43538228,NO,lg11
TPA_00197,1553,HOG_12555,5_Tpa_b3v08_scaf000395,73033,0.0621123792250842,A,A,82,63,120,106,94,124,362,150,366,149,275,287,119,153,120,111,104,123,157,286,216,153,338,225,NA,NA,NA,NA
TPA_00198,6566,NA,5_Tpa_b3v08_scaf000395,73033,0.0621123792250842,A,A,207,371,354,234,330,282,395,431,368,168,190,362,366,484,466,257,298,222,548,589,713,308,417,396,NA,NA,NA,NA
TPA_00199,2181,NA,5_Tpa_b3v08_scaf000395,73033,0.0621123792250842,A,A,29,22,12,9,24,8,36,26,38,65,78,83,12,41,20,7,9,5,19,54,74,46,113,91,NA,NA,NA,NA
TPA_00200,1086,NA,5_Tpa_b3v08_scaf000395,73033,0.0621123792250842,A,A,10,3,2,3,2,0,5,2,1,21,20,22,0,2,4,2,0,0,3,10,26,12,27,22,NA,NA,NA,NA
TPA_00201,1661,HOG_1252,5_Tpa_b3v08_scaf001852,43210,0.0253201700003379,A,A,112,169,151,239,246,275,544,579,641,247,412,428,157,226,186,206,209,173,390,434,470,327,321,288,NA,NA,NA,NA
TPA_00202,1199,HOG_21715,5_Tpa_b3v08_scaf001852,43210,0.0253201700003379,A,A,30,49,52,44,48,52,302,217,325,86,127,118,45,61,74,39,33,54,184,156,205,92,125,116,NA,NA,NA,NA
TPA_00203,1599,HOG_17704,5_Tpa_b3v08_scaf001852,43210,0.0253201700003379,A,A,20,23,44,68,41,58,105,69,90,59,61,54,21,42,41,18,49,38,113,116,111,63,42,82,NA,NA,NA,NA
TPA_00204,1076,NA,5_Tpa_b3v08_scaf001852,43210,0.0253201700003379,A,A,17,21,27,27,29,23,44,22,26,21,23,26,11,22,18,13,23,35,59,63,40,32,24,45,NA,NA,NA,NA
TPA_00205,2142,NA,5_Tpa_b3v08_scaf001852,43210,0.0253201700003379,A,A,991,1303,1572,2990,2246,3492,3621,2585,4818,1614,2594,3145,1222,1766,1487,1710,2527,1761,413,535,608,1696,3395,2264,NA,NA,NA,NA
TPA_00206,4991,NA,5_Tpa_b3v08_scaf000965,56038,-0.782350157011204,X,X,31,38,43,38,28,45,147,90,125,67,54,100,49,70,63,24,33,31,33,34,73,48,96,79,NA,NA,NA,NA
TPA_00207,1212,NA,5_Tpa_b3v08_scaf000965,56038,-0.782350157011204,X,X,31,48,76,49,57,83,135,102,144,46,30,60,35,66,93,80,50,96,46,53,46,53,72,50,NA,NA,NA,NA
TPA_00208,4141,HOG_4189,5_Tpa_b3v08_scaf001358,49536,0.0710939127305619,A,A,242,300,216,384,495,259,1054,1080,1111,415,659,803,227,418,331,191,352,302,799,999,1671,446,990,909,lg8,69189404,NO,lg8
TPA_00209,627,HOG_22563,5_Tpa_b3v08_scaf001358,49536,0.0710939127305619,A,A,526,633,1314,1663,1681,1684,810,936,957,536,1095,2045,1774,890,1492,1376,921,1815,187,207,152,745,2544,1430,lg8,69218377,NO,lg8
TPA_00210,6175,NA,5_Tpa_b3v08_scaf000404,72517,-0.780633946377017,X,X,177,186,178,229,304,231,496,341,496,524,371,628,189,265,238,169,244,228,169,232,413,356,467,629,NA,NA,NA,NA
TPA_00211,255,NA,5_Tpa_b3v08_scaf000404,72517,-0.780633946377017,X,X,15,35,22,39,66,62,63,64,99,32,34,57,34,41,37,56,44,53,16,22,15,52,36,76,NA,NA,NA,NA
TPA_00212,2510,HOG_18813,5_Tpa_b3v08_scaf000404,72517,-0.780633946377017,X,X,56,73,73,67,79,76,557,358,813,113,119,127,70,77,63,85,66,45,117,152,163,76,110,63,NA,NA,NA,NA
TPA_00213,3895,NA,5_Tpa_b3v08_scaf000826,58486,-0.0309920172060868,A,A,126,192,178,216,197,227,555,390,525,270,192,362,179,268,309,156,194,209,389,429,577,382,364,451,lg3,91515578,NO,lg3
TPA_00214,584,NA,5_Tpa_b3v08_scaf000826,58486,-0.0309920172060868,A,A,29,47,35,52,45,55,279,235,289,66,124,137,44,70,47,54,48,32,174,178,212,108,160,84,lg3,91524743,NO,lg3
TPA_00215,282,NA,5_Tpa_b3v08_scaf000826,58486,-0.0309920172060868,A,A,10,12,5,13,22,12,97,79,91,26,58,41,16,23,16,25,30,21,75,62,79,34,65,37,lg3,91529274,NO,lg3
TPA_00216,1354,NA,5_Tpa_b3v08_scaf000826,58486,-0.0309920172060868,A,A,118,175,166,189,206,215,645,511,630,130,273,487,228,253,185,294,296,239,565,624,576,278,473,275,lg3,91532698,NO,lg3
TPA_00217,4156,HOG_21740,5_Tpa_b3v08_scaf000826,58486,-0.0309920172060868,A,A,83,124,104,126,137,145,352,190,319,102,188,324,137,137,74,153,86,98,249,186,196,126,345,210,lg3,91551508,NO,lg3
TPA_00218,3513,HOG_17101,5_Tpa_b3v08_scaf000372,74505,0.134439072670668,A,A,118,92,138,85,82,98,242,108,202,293,376,493,81,171,190,66,83,81,401,690,1186,425,486,497,NA,NA,NA,NA
TPA_00219,2677,NA,5_Tpa_b3v08_scaf000372,74505,0.134439072670668,A,A,339,399,580,356,355,478,621,595,563,757,976,1192,448,513,593,437,373,429,933,1421,1865,1018,835,1145,NA,NA,NA,NA
TPA_00220,3083,NA,5_Tpa_b3v08_scaf000021,147858,-0.716190097703339,X,A,170,289,244,233,335,369,401,296,381,319,153,298,177,287,298,210,278,298,160,183,297,262,252,411,lgX_ordNA_scaf3350,248379,NO,lgX_ordNA_scaf3350;lgX_ordNA_scaf1319
TPA_00221,939,NA,5_Tpa_b3v08_scaf000021,147858,-0.716190097703339,X,A,23,28,14,20,40,26,38,13,30,71,21,42,15,22,20,8,23,23,21,23,54,40,35,66,lgX_ordNA_scaf3350,222563,NO,lgX_ordNA_scaf3350;lgX_ordNA_scaf1319
TPA_00222,1794,NA,5_Tpa_b3v08_scaf000021,147858,-0.716190097703339,X,A,40,37,32,55,135,49,29,20,23,119,31,98,32,30,28,16,35,37,128,86,301,65,80,152,lgX_ordNA_scaf3350,209721,NO,lgX_ordNA_scaf3350;lgX_ordNA_scaf1319
TPA_00223,939,NA,5_Tpa_b3v08_scaf000021,147858,-0.716190097703339,X,A,12,16,17,34,113,43,12,4,3,21,13,32,19,10,11,11,26,35,118,67,228,21,23,42,lgX_ordNA_scaf3350,194744,NO,lgX_ordNA_scaf3350;lgX_ordNA_scaf1319
TPA_00224,618,NA,5_Tpa_b3v08_scaf000021,147858,-0.716190097703339,X,A,2,3,5,9,25,3,8,2,4,3,6,7,5,5,4,1,5,5,17,16,59,6,13,5,lgX_ordNA_scaf3350,175878,NO,lgX_ordNA_scaf3350;lgX_ordNA_scaf1319
TPA_00225,1509,NA,5_Tpa_b3v08_scaf000021,147858,-0.716190097703339,X,A,141,190,177,235,184,257,2155,1497,1884,357,263,346,197,302,324,196,225,232,281,396,416,265,341,352,lgX_ordNA_scaf3350,150467,NO,lgX_ordNA_scaf3350;lgX_ordNA_scaf1319
TPA_00226,6480,HOG_6489,5_Tpa_b3v08_scaf000049,128798,0.116611007827596,A,A,28,20,20,20,39,7,82,64,74,21,105,71,15,33,35,16,20,22,100,107,200,44,74,41,lg7,23364861,NO,lg7
TPA_00227,1860,HOG_19457,5_Tpa_b3v08_scaf000049,128798,0.116611007827596,A,A,200,299,249,228,248,286,1024,1034,978,399,304,540,223,380,345,270,363,330,859,1041,860,460,520,503,lg7,23316762,NO,lg7
TPA_00228,1681,HOG_16843,5_Tpa_b3v08_scaf000049,128798,0.116611007827596,A,A,2,3,0,2,4,1,16,10,12,7,13,15,6,2,4,6,5,0,86,90,88,28,19,31,lg7,23296156,NO,lg7
TPA_00229,2040,NA,5_Tpa_b3v08_scaf000368,74594,0.0195809614773391,A,A,58,80,58,109,92,68,126,85,92,123,117,144,51,97,73,64,87,70,67,95,79,70,201,118,NA,NA,NA,NA
TPA_00230,1008,NA,5_Tpa_b3v08_scaf000368,74594,0.0195809614773391,A,A,163,169,144,130,239,183,296,318,287,200,243,285,154,209,230,131,164,183,201,176,203,167,264,267,NA,NA,NA,NA
TPA_00231,1568,NA,5_Tpa_b3v08_scaf000368,74594,0.0195809614773391,A,A,114,168,177,170,215,288,352,448,613,204,374,351,179,112,191,250,155,168,792,522,501,256,281,267,NA,NA,NA,NA
TPA_00232,1578,HOG_17404,5_Tpa_b3v08_scaf000368,74594,0.0195809614773391,A,A,67,121,85,145,196,105,119,127,127,95,117,204,106,182,192,107,174,131,784,720,711,258,220,216,NA,NA,NA,NA
TPA_00233,2109,NA,5_Tpa_b3v08_scaf000368,74594,0.0195809614773391,A,A,238,423,290,527,582,461,1783,2132,1898,642,843,972,341,459,492,397,458,414,712,638,553,500,1054,659,NA,NA,NA,NA
TPA_00234,1593,NA,5_Tpa_b3v08_scaf000651,62930,0.030866308071117,A,A,11,6,1,7,2,3,5,0,1,37,35,30,1,5,1,0,3,11,2,2,14,5,10,48,NA,NA,NA,NA
TPA_00235,3036,NA,5_Tpa_b3v08_scaf000651,62930,0.030866308071117,A,A,30,11,8,6,17,8,15,6,2,187,107,89,7,17,10,6,7,14,13,25,25,31,50,150,NA,NA,NA,NA
