HOG_23995	TPS_13982	TCM_10890	TCE_12138	TBI_11529	TPA_13879
HOG_4342	TPS_06744	TCM_11199	TCE_00203	TBI_00480	TPA_01988
HOG_2880	TPS_15575	TCM_02549	TCE_03210	TBI_00057	TPA_00157
HOG_2886	TPS_01605	TCM_12844	TCE_09320	TBI_01967	TPA_00048
HOG_2885	TPS_10566	TCM_06071	TCE_05304	TBI_06925	TPA_04765
HOG_17889	TPS_15429	TCM_14409	TCE_11751	TBI_08842	TPA_16002
HOG_17888	TPS_11281	TCM_10655	TCE_10054	TBI_10633	TPA_06544
HOG_23017	TPS_13796	TCM_11556	TCE_05347	TBI_11654	TPA_11614
HOG_24293	TPS_04898	TCM_09082	TCE_03463	TBI_03616	TPA_07765
HOG_17883	TPS_02365	TCM_01106	TCE_05271	TBI_04580	TPA_10328
HOG_24291	TPS_15160	TCM_08379	TCE_07071	TBI_01487	TPA_16311
HOG_17885	TPS_13130	TCM_08304	TCE_05998	TBI_01825	TPA_00594
HOG_22632	TPS_00033	TCM_00545	TCE_00052	TBI_00465	TPA_00090
HOG_22633	TPS_10106	TCM_05390	TCE_09401	TBI_06915	TPA_01854
HOG_20636	TPS_11246	TCM_10292	TCE_10339	TBI_07032	TPA_06077
HOG_22636	TPS_05820	TCM_05310	TCE_01157	TBI_05543	TPA_10826
HOG_22635	TPS_11105	TCM_12650	TCE_11805	TBI_10570	TPA_08140
HOG_3874	TPS_04169	TCM_07887	TCE_05700	TBI_04850	TPA_07365
HOG_23723	TPS_03732	TCM_01662	TCE_00664	TBI_06555	TPA_00542
HOG_23722	TPS_10545	TCM_06000	TCE_12632	TBI_01001	TPA_07435
HOG_23720	TPS_02094	TCM_02478	TCE_03780	TBI_02828	TPA_02053
HOG_23727	TPS_07976	TCM_06287	TCE_09227	TBI_09883	TPA_06062
HOG_11	TPS_07629	TCM_12217	TCE_00638	TBI_09670	TPA_15994
HOG_13	TPS_04115	TCM_04608	TCE_09012	TBI_04507	TPA_01935
HOG_19101	TPS_00381	TCM_00916	TCE_01088	TBI_02403	TPA_02453
HOG_15316	TPS_02153	TCM_03282	TCE_04711	TBI_01480	TPA_11927
HOG_9270	TPS_01413	TCM_00280	TCE_00016	TBI_00082	TPA_10711
HOG_12478	TPS_05373	TCM_07604	TCE_09693	TBI_06439	TPA_07550
HOG_3603	TPS_13194	TCM_09716	TCE_04767	TBI_06275	TPA_12163
HOG_19328	TPS_10169	TCM_00767	TCE_07114	TBI_09181	TPA_15906
HOG_19323	TPS_04254	TCM_01187	TCE_07225	TBI_04078	TPA_04089
HOG_19321	TPS_02952	TCM_02211	TCE_01903	TBI_07079	TPA_14728
HOG_23345	TPS_12911	TCM_13986	TCE_13811	TBI_12762	TPA_13876
HOG_21648	TPS_04576	TCM_06583	TCE_07552	TBI_09260	TPA_05820
HOG_4765	TPS_14828	TCM_13903	TCE_13481	TBI_13680	TPA_14858
HOG_23340	TPS_00023	TCM_00522	TCE_02446	TBI_02563	TPA_03070
HOG_23343	TPS_06962	TCM_07136	TCE_02689	TBI_00565	TPA_07600
HOG_22529	TPS_00857	TCM_05359	TCE_00977	TBI_02042	TPA_07714
HOG_22294	TPS_00255	TCM_01760	TCE_01007	TBI_02158	TPA_02339
HOG_4768	TPS_05795	TCM_06631	TCE_01217	TBI_00771	TPA_00477
HOG_6749	TPS_13400	TCM_08827	TCE_13051	TBI_12127	TPA_07801
HOG_22523	TPS_02176	TCM_00783	TCE_00124	TBI_00243	TPA_01068
HOG_23839	TPS_05753	TCM_02371	TCE_01739	TBI_08499	TPA_08574
HOG_22521	TPS_06101	TCM_08798	TCE_13785	TBI_03197	TPA_16255
HOG_13896	TPS_06780	TCM_00394	TCE_01184	TBI_00031	TPA_02028
HOG_929	TPS_07856	TCM_04571	TCE_03438	TBI_08446	TPA_15885
HOG_19748	TPS_04116	TCM_11824	TCE_09014	TBI_04508	TPA_01934
HOG_1471	TPS_00474	TCM_02321	TCE_00581	TBI_01140	TPA_08089
HOG_17708	TPS_09155	TCM_04269	TCE_00812	TBI_09628	TPA_03640
HOG_19036	TPS_04341	TCM_07125	TCE_02157	TBI_02835	TPA_04329
HOG_19743	TPS_07155	TCM_09923	TCE_06560	TBI_09161	TPA_13198
HOG_17357	TPS_00574	TCM_01069	TCE_00887	TBI_04327	TPA_14109
HOG_201	TPS_01166	TCM_11986	TCE_05332	TBI_05578	TPA_00414
HOG_16201	TPS_06439	TCM_10148	TCE_03876	TBI_07764	TPA_01338
HOG_17604	TPS_05829	TCM_02289	TCE_05712	TBI_02981	TPA_04176
HOG_16204	TPS_05966	TCM_04248	TCE_00883	TBI_00576	TPA_03081
HOG_16757	TPS_02665	TCM_01419	TCE_04504	TBI_03091	TPA_02078
HOG_16754	TPS_05947	TCM_06907	TCE_06168	TBI_03799	TPA_05320
HOG_16207	TPS_03739	TCM_04805	TCE_02950	TBI_06942	TPA_05893
HOG_16208	TPS_08011	TCM_08302	TCE_07606	TBI_06745	TPA_09171
HOG_17372	TPS_06144	TCM_03267	TCE_08524	TBI_04930	TPA_12780
HOG_17371	TPS_06133	TCM_03379	TCE_07705	TBI_10738	TPA_16290
HOG_21741	TPS_05417	TCM_07997	TCE_04354	TBI_09754	TPA_03634
HOG_17375	TPS_08138	TCM_10422	TCE_05661	TBI_04124	TPA_05580
HOG_16739	TPS_06406	TCM_07419	TCE_08703	TBI_07065	TPA_02136
HOG_3989	TPS_00112	TCM_01923	TCE_01231	TBI_01467	TPA_16221
HOG_20699	TPS_15375	TCM_01565	TCE_00516	TBI_01081	TPA_16510
HOG_16595	TPS_12117	TCM_03943	TCE_07332	TBI_06948	TPA_06707
HOG_1572	TPS_00946	TCM_01299	TCE_00929	TBI_00455	TPA_05735
HOG_22742	TPS_00661	TCM_00471	TCE_00438	TBI_00172	TPA_02180
HOG_18838	TPS_04610	TCM_04151	TCE_00948	TBI_04540	TPA_03554
HOG_22740	TPS_03591	TCM_07016	TCE_09795	TBI_07200	TPA_00914
HOG_2239	TPS_01914	TCM_01866	TCE_00931	TBI_00453	TPA_05977
HOG_23902	TPS_04401	TCM_06330	TCE_05093	TBI_06115	TPA_01503
HOG_23907	TPS_00590	TCM_03393	TCE_05442	TBI_06158	TPA_15510
HOG_23906	TPS_10093	TCM_09382	TCE_10357	TBI_11327	TPA_09844
HOG_21880	TPS_07188	TCM_07506	TCE_05909	TBI_07033	TPA_08254
HOG_21881	TPS_10780	TCM_03859	TCE_08898	TBI_09716	TPA_11365
HOG_11791	TPS_00876	TCM_05092	TCE_01314	TBI_01564	TPA_03606
HOG_2232	TPS_14210	TCM_00967	TCE_00952	TBI_01123	TPA_05574
HOG_21887	TPS_03296	TCM_12443	TCE_02488	TBI_01701	TPA_00825
HOG_19635	TPS_09942	TCM_03212	TCE_01943	TBI_05582	TPA_09856
HOG_19637	TPS_04615	TCM_08495	TCE_09369	TBI_07238	TPA_03848
HOG_19630	TPS_09044	TCM_02527	TCE_04803	TBI_04905	TPA_07121
HOG_22853	TPS_01915	TCM_01867	TCE_00932	TBI_00452	TPA_01793
HOG_16112	TPS_03810	TCM_12802	TCE_02057	TBI_04999	TPA_11093
HOG_22857	TPS_09839	TCM_09823	TCE_06447	TBI_04859	TPA_01370
HOG_19638	TPS_15400	TCM_04940	TCE_00703	TBI_00291	TPA_03358
HOG_19639	TPS_02246	TCM_00802	TCE_06794	TBI_00536	TPA_04519
HOG_17572	TPS_01944	TCM_02191	TCE_08740	TBI_02374	TPA_01746
HOG_21646	TPS_05712	TCM_08560	TCE_05341	TBI_03739	TPA_06418
HOG_20843	TPS_06336	TCM_04447	TCE_03583	TBI_01330	TPA_00348
HOG_3494	TPS_09370	TCM_03107	TCE_03148	TBI_06662	TPA_03192
HOG_20847	TPS_06720	TCM_06417	TCE_11532	TBI_09809	TPA_01060
HOG_20844	TPS_03733	TCM_01663	TCE_00665	TBI_06556	TPA_00541
HOG_2095	TPS_14930	TCM_01684	TCE_00877	TBI_06361	TPA_05810
HOG_16222	TPS_09073	TCM_09493	TCE_05379	TBI_03045	TPA_06238
HOG_2096	TPS_00310	TCM_03336	TCE_00937	TBI_00160	TPA_01377
HOG_2091	TPS_03322	TCM_01938	TCE_09348	TBI_03185	TPA_16299
HOG_4575	TPS_06814	TCM_06174	TCE_00533	TBI_06258	TPA_01444
HOG_13409	TPS_01016	TCM_08690	TCE_01811	TBI_00015	TPA_03407
HOG_16375	TPS_08738	TCM_01918	TCE_04792	TBI_07012	TPA_03995
HOG_16376	TPS_11074	TCM_01566	TCE_00515	TBI_01082	TPA_07015
HOG_19810	TPS_11899	TCM_10141	TCE_07285	TBI_11614	TPA_06635
HOG_225	TPS_02459	TCM_07185	TCE_06308	TBI_06379	TPA_04167
HOG_16372	TPS_00214	TCM_00511	TCE_01367	TBI_04387	TPA_00880
HOG_16373	TPS_03119	TCM_05427	TCE_07692	TBI_11270	TPA_09864
HOG_224	TPS_00637	TCM_03160	TCE_00348	TBI_01015	TPA_05410
HOG_16688	TPS_02179	TCM_04978	TCE_02034	TBI_06093	TPA_01032
HOG_2520	TPS_00922	TCM_04853	TCE_01805	TBI_04664	TPA_03228
HOG_2523	TPS_02728	TCM_08045	TCE_08144	TBI_09478	TPA_09358
HOG_2667	TPS_15559	TCM_14452	TCE_08375	TBI_08103	TPA_16213
HOG_16687	TPS_04187	TCM_07464	TCE_08444	TBI_09538	TPA_12458
HOG_16681	TPS_12668	TCM_12709	TCE_07646	TBI_09557	TPA_00762
HOG_5064	TPS_11823	TCM_09156	TCE_07431	TBI_12607	TPA_07751
HOG_20603	TPS_09200	TCM_13871	TCE_02809	TBI_10718	TPA_10327
HOG_5066	TPS_05819	TCM_05309	TCE_01158	TBI_10831	TPA_15721
HOG_20604	TPS_04925	TCM_04759	TCE_05830	TBI_05821	TPA_11133
HOG_20607	TPS_04402	TCM_06329	TCE_05092	TBI_06114	TPA_01502
HOG_20606	TPS_15461	TCM_13921	TCE_12786	TBI_00021	TPA_15272
HOG_20608	TPS_04416	TCM_08563	TCE_01433	TBI_04262	TPA_11788
HOG_17797	TPS_04034	TCM_05844	TCE_07598	TBI_05314	TPA_09229
HOG_17796	TPS_01422	TCM_00833	TCE_01652	TBI_00845	TPA_05489
HOG_17791	TPS_15454	TCM_14424	TCE_13822	TBI_00897	TPA_16478
HOG_17790	TPS_03963	TCM_02460	TCE_00799	TBI_05095	TPA_06568
HOG_20986	TPS_04766	TCM_06181	TCE_01356	TBI_01256	TPA_02493
HOG_10688	TPS_08489	TCM_08227	TCE_02227	TBI_08994	TPA_10134
HOG_17409	TPS_02360	TCM_02375	TCE_06453	TBI_03782	TPA_02374
HOG_21269	TPS_03998	TCM_03097	TCE_02759	TBI_09933	TPA_02403
HOG_17155	TPS_04390	TCM_04552	TCE_08315	TBI_04570	TPA_07949
HOG_17404	TPS_08547	TCM_11681	TCE_06262	TBI_00281	TPA_00232
HOG_17159	TPS_08252	TCM_05467	TCE_03297	TBI_05715	TPA_01464
HOG_7969	TPS_01104	TCM_05018	TCE_02755	TBI_10164	TPA_05826
HOG_21260	TPS_00181	TCM_00991	TCE_01372	TBI_07143	TPA_03579
HOG_17400	TPS_04296	TCM_08098	TCE_06635	TBI_05099	TPA_11738
HOG_5741	TPS_10791	TCM_13245	TCE_11232	TBI_13631	TPA_14035
HOG_4406	TPS_04230	TCM_01119	TCE_02944	TBI_02244	TPA_01113
HOG_16974	TPS_04159	TCM_06560	TCE_07062	TBI_09568	TPA_12635
HOG_2411	TPS_01560	TCM_00800	TCE_02393	TBI_01944	TPA_08685
HOG_17080	TPS_07056	TCM_03312	TCE_03395	TBI_00752	TPA_00930
HOG_2145	TPS_03357	TCM_05280	TCE_04849	TBI_02182	TPA_05526
HOG_12269	TPS_01255	TCM_01471	TCE_00356	TBI_04645	TPA_00733
HOG_17085	TPS_04497	TCM_07955	TCE_04498	TBI_09490	TPA_07469
HOG_920	TPS_09040	TCM_13244	TCE_13516	TBI_09915	TPA_12910
HOG_17088	TPS_00434	TCM_01204	TCE_00708	TBI_00299	TPA_02745
HOG_923	TPS_06722	TCM_06454	TCE_08350	TBI_03735	TPA_10781
HOG_14839	TPS_11698	TCM_09224	TCE_02396	TBI_07097	TPA_16280
HOG_6117	TPS_05393	TCM_02893	TCE_05209	TBI_10311	TPA_04403
HOG_10535	TPS_07075	TCM_09701	TCE_10476	TBI_08806	TPA_04199
HOG_20939	TPS_00046	TCM_00166	TCE_00113	TBI_00343	TPA_11276
HOG_22850	TPS_03303	TCM_04124	TCE_05866	TBI_01721	TPA_04633
HOG_5748	TPS_08015	TCM_04435	TCE_03755	TBI_06761	TPA_02024
HOG_3275	TPS_01654	TCM_02800	TCE_08925	TBI_00546	TPA_11983
HOG_20119	TPS_07185	TCM_03272	TCE_10404	TBI_08543	TPA_01628
HOG_3271	TPS_11282	TCM_03781	TCE_08214	TBI_07137	TPA_01458
HOG_20115	TPS_05627	TCM_07233	TCE_08691	TBI_06846	TPA_10455
HOG_20116	TPS_10000	TCM_07583	TCE_11612	TBI_12632	TPA_09056
HOG_4226	TPS_09985	TCM_14414	TCE_04250	TBI_07486	TPA_08701
HOG_20113	TPS_06678	TCM_04771	TCE_05295	TBI_04814	TPA_01542
HOG_20112	TPS_00644	TCM_02468	TCE_01273	TBI_01107	TPA_09100
HOG_832	TPS_09951	TCM_09976	TCE_07218	TBI_06800	TPA_04707
HOG_833	TPS_00577	TCM_02840	TCE_04636	TBI_02597	TPA_02000
HOG_22995	TPS_09851	TCM_10276	TCE_09785	TBI_10075	TPA_08789
HOG_22992	TPS_02570	TCM_11427	TCE_02240	TBI_02293	TPA_07923
HOG_834	TPS_09286	TCM_04160	TCE_08766	TBI_11681	TPA_10096
HOG_24103	TPS_04595	TCM_08167	TCE_04941	TBI_00779	TPA_02733
HOG_18991	TPS_01464	TCM_08416	TCE_00610	TBI_05624	TPA_11330
HOG_19225	TPS_04696	TCM_04075	TCE_01729	TBI_13817	TPA_15726
HOG_21464	TPS_09156	TCM_09614	TCE_10471	TBI_06210	TPA_11758
HOG_21465	TPS_10144	TCM_08074	TCE_08953	TBI_01813	TPA_01351
HOG_20590	TPS_12931	TCM_01944	TCE_04614	TBI_01402	TPA_00336
HOG_20594	TPS_13679	TCM_11622	TCE_12372	TBI_02145	TPA_10907
HOG_20596	TPS_01249	TCM_04266	TCE_04375	TBI_01172	TPA_11011
HOG_20599	TPS_00289	TCM_01441	TCE_00585	TBI_01919	TPA_09027
HOG_20598	TPS_15340	TCM_04280	TCE_03916	TBI_06715	TPA_04146
HOG_11935	TPS_07714	TCM_13258	TCE_08907	TBI_06617	TPA_16350
HOG_18404	TPS_04811	TCM_07245	TCE_05763	TBI_04731	TPA_04476
HOG_2413	TPS_03008	TCM_03062	TCE_00254	TBI_02869	TPA_08816
HOG_5587	TPS_08958	TCM_09289	TCE_00637	TBI_03317	TPA_08892
HOG_5447	TPS_08858	TCM_05325	TCE_01298	TBI_01792	TPA_01508
HOG_18998	TPS_00313	TCM_03339	TCE_00934	TBI_00157	TPA_00769
HOG_18999	TPS_03409	TCM_01275	TCE_02792	TBI_06577	TPA_05152
HOG_18892	TPS_05247	TCM_10443	TCE_07522	TBI_08673	TPA_03123
HOG_10229	TPS_00859	TCM_05361	TCE_00979	TBI_08913	TPA_05074
HOG_5486	TPS_05687	TCM_06506	TCE_13098	TBI_06463	TPA_00606
HOG_3316	TPS_01908	TCM_02117	TCE_03031	TBI_03492	TPA_07676
HOG_21514	TPS_10663	TCM_02040	TCE_10651	TBI_07235	TPA_08317
HOG_21512	TPS_12250	TCM_09380	TCE_10093	TBI_13536	TPA_13178
HOG_21513	TPS_09917	TCM_10090	TCE_08374	TBI_01757	TPA_06483
HOG_20020	TPS_00612	TCM_00423	TCE_01245	TBI_01343	TPA_00745
HOG_20022	TPS_15373	TCM_14456	TCE_08347	TBI_12356	TPA_12702
HOG_20025	TPS_00383	TCM_00913	TCE_01085	TBI_02406	TPA_04354
HOG_789	TPS_02317	TCM_01784	TCE_05232	TBI_08045	TPA_01865
HOG_20027	TPS_12506	TCM_09513	TCE_10514	TBI_12768	TPA_08690
HOG_21519	TPS_03699	TCM_04765	TCE_10028	TBI_03383	TPA_14441
HOG_13597	TPS_12019	TCM_02758	TCE_06118	TBI_06192	TPA_02163
HOG_18577	TPS_09185	TCM_08220	TCE_06693	TBI_05899	TPA_06478
HOG_18570	TPS_09289	TCM_03700	TCE_01824	TBI_08652	TPA_10404
HOG_15127	TPS_04585	TCM_01879	TCE_06697	TBI_01387	TPA_09051
HOG_18832	TPS_13987	TCM_10950	TCE_12378	TBI_09323	TPA_12231
HOG_18199	TPS_02384	TCM_03917	TCE_06597	TBI_04585	TPA_06203
HOG_18196	TPS_01116	TCM_03824	TCE_00308	TBI_02047	TPA_03782
HOG_18197	TPS_03047	TCM_09077	TCE_03627	TBI_01378	TPA_11976
HOG_18194	TPS_09627	TCM_10241	TCE_11131	TBI_09816	TPA_14022
HOG_18195	TPS_07792	TCM_08589	TCE_09386	TBI_13335	TPA_07223
HOG_18191	TPS_04289	TCM_05775	TCE_05066	TBI_09813	TPA_12106
HOG_60	TPS_10229	TCM_02334	TCE_04330	TBI_10575	TPA_16509
HOG_3007	TPS_09505	TCM_07030	TCE_09124	TBI_05057	TPA_12245
HOG_18354	TPS_00642	TCM_02470	TCE_01271	TBI_01105	TPA_06003
HOG_24359	TPS_06128	TCM_02743	TCE_02790	TBI_04941	TPA_08727
HOG_17966	TPS_00261	TCM_01602	TCE_03554	TBI_00628	TPA_04483
HOG_1583	TPS_11095	TCM_10691	TCE_08880	TBI_09654	TPA_02946
HOG_17964	TPS_06402	TCM_00553	TCE_09961	TBI_11769	TPA_03531
HOG_1587	TPS_10620	TCM_07505	TCE_11447	TBI_07035	TPA_05230
HOG_24355	TPS_00847	TCM_00365	TCE_01074	TBI_02390	TPA_00676
HOG_18750	TPS_15572	TCM_07097	TCE_08364	TBI_11271	TPA_04595
HOG_404	TPS_04298	TCM_10689	TCE_06638	TBI_03840	TPA_02936
HOG_1032	TPS_04036	TCM_04047	TCE_03945	TBI_07401	TPA_12424
HOG_1031	TPS_15317	TCM_06232	TCE_07728	TBI_08493	TPA_15113
HOG_9104	TPS_05963	TCM_02655	TCE_04006	TBI_00970	TPA_04668
HOG_630	TPS_10054	TCM_01521	TCE_04478	TBI_03526	TPA_14888
HOG_20866	TPS_00514	TCM_03053	TCE_07052	TBI_05786	TPA_11435
HOG_1217	TPS_15499	TCM_14489	TCE_02465	TBI_12075	TPA_16292
HOG_8068	TPS_00139	TCM_00537	TCE_01707	TBI_02540	TPA_00341
HOG_8069	TPS_03526	TCM_00827	TCE_00620	TBI_01252	TPA_09769
HOG_23137	TPS_02023	TCM_01779	TCE_00826	TBI_02742	TPA_04099
HOG_23130	TPS_15509	TCM_06894	TCE_13772	TBI_13998	TPA_15250
HOG_23647	TPS_07292	TCM_04342	TCE_09050	TBI_09995	TPA_06843
HOG_4378	TPS_10221	TCM_06169	TCE_02776	TBI_03310	TPA_08518
HOG_6522	TPS_01163	TCM_02626	TCE_03448	TBI_06446	TPA_03152
HOG_20711	TPS_14983	TCM_08951	TCE_03642	TBI_05994	TPA_16210
HOG_7482	TPS_00789	TCM_01126	TCE_01405	TBI_01601	TPA_00548
HOG_8267	TPS_00518	TCM_04768	TCE_01361	TBI_01260	TPA_00908
HOG_16459	TPS_08813	TCM_06653	TCE_07813	TBI_09395	TPA_04577
HOG_21975	TPS_12619	TCM_08799	TCE_11744	TBI_10520	TPA_05128
HOG_2897	TPS_07332	TCM_04292	TCE_08900	TBI_02356	TPA_06094
HOG_23003	TPS_10729	TCM_05606	TCE_05807	TBI_09274	TPA_09786
HOG_1104	TPS_08732	TCM_09594	TCE_10080	TBI_11896	TPA_14070
HOG_17899	TPS_11266	TCM_10496	TCE_02348	TBI_02208	TPA_15772
HOG_1452	TPS_00792	TCM_01124	TCE_01404	TBI_01599	TPA_00451
HOG_8667	TPS_15064	TCM_05625	TCE_13735	TBI_10916	TPA_16287
HOG_16824	TPS_03128	TCM_02684	TCE_08165	TBI_02126	TPA_05796
HOG_23009	TPS_04642	TCM_03262	TCE_05912	TBI_01999	TPA_02800
HOG_1109	TPS_00754	TCM_07704	TCE_09681	TBI_03833	TPA_01092
HOG_23734	TPS_00094	TCM_01100	TCE_10597	TBI_00035	TPA_13364
HOG_3869	TPS_05586	TCM_06118	TCE_10951	TBI_08838	TPA_02569
HOG_22359	TPS_05309	TCM_04061	TCE_07686	TBI_11655	TPA_07425
HOG_23733	TPS_03551	TCM_00431	TCE_01258	TBI_06066	TPA_14868
HOG_22355	TPS_02828	TCM_03372	TCE_06495	TBI_05946	TPA_06409
HOG_22356	TPS_03000	TCM_03013	TCE_06046	TBI_05171	TPA_01445
HOG_23222	TPS_02575	TCM_03368	TCE_00864	TBI_01927	TPA_10052
HOG_11329	TPS_15354	TCM_12029	TCE_13780	TBI_13983	TPA_15771
HOG_23227	TPS_05113	TCM_01052	TCE_04837	TBI_13851	TPA_10940
HOG_16452	TPS_11017	TCM_11082	TCE_01486	TBI_02456	TPA_00938
HOG_19139	TPS_07511	TCM_10105	TCE_05536	TBI_08934	TPA_01024
HOG_19137	TPS_06796	TCM_13251	TCE_07773	TBI_06117	TPA_02337
HOG_12467	TPS_00409	TCM_00980	TCE_03629	TBI_01380	TPA_00619
HOG_14030	TPS_00432	TCM_04999	TCE_01302	TBI_05990	TPA_00698
HOG_9812	TPS_02225	TCM_09398	TCE_02946	TBI_05265	TPA_00277
HOG_16986	TPS_12804	TCM_07752	TCE_13398	TBI_00955	TPA_08868
HOG_17515	TPS_12571	TCM_11335	TCE_03400	TBI_05658	TPA_10902
HOG_17514	TPS_01051	TCM_02227	TCE_00079	TBI_06801	TPA_04060
HOG_19487	TPS_08201	TCM_07186	TCE_05495	TBI_04728	TPA_06425
HOG_3916	TPS_03577	TCM_07077	TCE_01532	TBI_00390	TPA_06954
HOG_19485	TPS_06408	TCM_06849	TCE_04509	TBI_10477	TPA_00948
HOG_19484	TPS_00093	TCM_01101	TCE_01180	TBI_00034	TPA_00849
HOG_4921	TPS_07601	TCM_13597	TCE_10803	TBI_06757	TPA_05336
HOG_3919	TPS_06061	TCM_05497	TCE_04503	TBI_03232	TPA_13944
HOG_23356	TPS_00251	TCM_05032	TCE_00400	TBI_01869	TPA_00298
HOG_23355	TPS_05425	TCM_05800	TCE_12393	TBI_07166	TPA_12204
HOG_22476	TPS_15195	TCM_02780	TCE_04384	TBI_07222	TPA_05237
HOG_22513	TPS_00210	TCM_01377	TCE_00960	TBI_01222	TPA_03520
HOG_6739	TPS_02951	TCM_02212	TCE_01904	TBI_06836	TPA_08942
HOG_5836	TPS_04175	TCM_07922	TCE_08229	TBI_10016	TPA_14287
HOG_4150	TPS_12525	TCM_09713	TCE_13198	TBI_08432	TPA_08077
HOG_5833	TPS_14950	TCM_02039	TCE_10650	TBI_07236	TPA_09143
HOG_11251	TPS_04542	TCM_05895	TCE_07329	TBI_07482	TPA_03049
HOG_22199	TPS_00380	TCM_00917	TCE_01092	TBI_02402	TPA_12055
HOG_22194	TPS_00070	TCM_01457	TCE_02127	TBI_01364	TPA_00334
HOG_216	TPS_11844	TCM_11436	TCE_05999	TBI_01821	TPA_08987
HOG_22776	TPS_05672	TCM_07731	TCE_06181	TBI_07928	TPA_06261
HOG_19261	TPS_10441	TCM_01298	TCE_10114	TBI_00123	TPA_09457
HOG_19267	TPS_00012	TCM_01331	TCE_00191	TBI_00205	TPA_00638
HOG_19269	TPS_09431	TCM_02491	TCE_04759	TBI_03632	TPA_11767
HOG_16764	TPS_06599	TCM_08756	TCE_08785	TBI_10035	TPA_15518
HOG_16761	TPS_00773	TCM_02812	TCE_00360	TBI_04894	TPA_06621
HOG_22778	TPS_08051	TCM_09047	TCE_10278	TBI_11446	TPA_07016
HOG_22174	TPS_06220	TCM_14468	TCE_07925	TBI_13977	TPA_15477
HOG_19791	TPS_10288	TCM_11417	TCE_02140	TBI_05009	TPA_10083
HOG_18726	TPS_06012	TCM_06685	TCE_00198	TBI_00485	TPA_04216
HOG_16569	TPS_00290	TCM_01440	TCE_00586	TBI_01918	TPA_00788
HOG_19795	TPS_00159	TCM_07174	TCE_02019	TBI_04256	TPA_02680
HOG_19794	TPS_01685	TCM_02827	TCE_06255	TBI_03773	TPA_04041
HOG_16567	TPS_01420	TCM_00830	TCE_01649	TBI_00847	TPA_01478
HOG_23915	TPS_12367	TCM_11354	TCE_09761	TBI_03195	TPA_08569
HOG_23911	TPS_08708	TCM_07857	TCE_08560	TBI_09254	TPA_04827
HOG_16161	TPS_08842	TCM_04034	TCE_04624	TBI_02587	TPA_05897
HOG_5903	TPS_01526	TCM_02224	TCE_00450	TBI_01434	TPA_10071
HOG_19642	TPS_01150	TCM_01494	TCE_04419	TBI_03552	TPA_00755
HOG_19313	TPS_09467	TCM_06969	TCE_08990	TBI_06599	TPA_16156
HOG_4	TPS_01608	TCM_02847	TCE_03783	TBI_02425	TPA_00181
HOG_19311	TPS_04934	TCM_09655	TCE_00144	TBI_02122	TPA_03156
HOG_16166	TPS_08670	TCM_10309	TCE_12487	TBI_03830	TPA_01381
HOG_19648	TPS_04424	TCM_05258	TCE_08654	TBI_10140	TPA_12371
HOG_5908	TPS_08389	TCM_14505	TCE_09735	TBI_09830	TPA_16187
HOG_19319	TPS_09141	TCM_10268	TCE_10604	TBI_04811	TPA_08251
HOG_17562	TPS_01835	TCM_01079	TCE_04142	TBI_01458	TPA_02838
HOG_7803	TPS_06295	TCM_04662	TCE_07736	TBI_04660	TPA_03315
HOG_21857	TPS_01357	TCM_01701	TCE_10976	TBI_00719	TPA_00526
HOG_17567	TPS_05124	TCM_08694	TCE_00904	TBI_00186	TPA_08244
HOG_21676	TPS_04069	TCM_04206	TCE_04207	TBI_10340	TPA_05004
HOG_21859	TPS_13761	TCM_00271	TCE_00072	TBI_00494	TPA_04434
HOG_21674	TPS_06058	TCM_10995	TCE_01013	TBI_11085	TPA_09043
HOG_19063	TPS_03982	TCM_08999	TCE_07833	TBI_06202	TPA_05880
HOG_21670	TPS_08692	TCM_04483	TCE_04858	TBI_04056	TPA_14566
HOG_16308	TPS_01269	TCM_00276	TCE_00010	TBI_00868	TPA_14399
HOG_4566	TPS_13040	TCM_05789	TCE_07199	TBI_02434	TPA_05171
HOG_3649	TPS_01558	TCM_00798	TCE_02395	TBI_06553	TPA_07653
HOG_4564	TPS_11769	TCM_10476	TCE_05932	TBI_03692	TPA_01682
HOG_19861	TPS_08164	TCM_03682	TCE_06374	TBI_02306	TPA_14945
HOG_19860	TPS_08578	TCM_05246	TCE_02901	TBI_08282	TPA_02686
HOG_4569	TPS_12763	TCM_05731	TCE_02803	TBI_10305	TPA_16501
HOG_21076	TPS_04183	TCM_04613	TCE_08763	TBI_02531	TPA_01539
HOG_16305	TPS_05955	TCM_06441	TCE_06410	TBI_07464	TPA_00968
HOG_16304	TPS_10610	TCM_10571	TCE_10938	TBI_08904	TPA_04911
HOG_3641	TPS_15381	TCM_01569	TCE_00513	TBI_01084	TPA_16366
HOG_21072	TPS_07509	TCM_00671	TCE_04179	TBI_06737	TPA_01830
HOG_21983	TPS_08781	TCM_08988	TCE_08821	TBI_06465	TPA_06019
HOG_21985	TPS_14707	TCM_10132	TCE_11568	TBI_00404	TPA_00270
HOG_2559	TPS_05457	TCM_03349	TCE_02189	TBI_08713	TPA_14422
HOG_17364	TPS_09930	TCM_05932	TCE_10394	TBI_07696	TPA_05988
HOG_12788	TPS_00183	TCM_00995	TCE_01376	TBI_02065	TPA_02763
HOG_2394	TPS_07164	TCM_05233	TCE_05622	TBI_06330	TPA_10594
